house_type,location,city,latitude,longitude,price,currency,numBathrooms,numBalconies,isNegotiable,priceSqFt,verificationDate,description,SecurityDeposit,Status,numBedroom,house_layout,house_size_in_sqft,price_approx_usd
Independent Floor ,Safdarjung Enclave,Delhi,28.56125832,77.19052124,301015,INR,3.0,2.0,Not Negotiable,1.17,Posted 6 months ago,Its three bhk builder floor in the super location of delhi south safderjung enclave it is the super location road bank tm school college all r on wwlking destance," 10,10,202",Unfurnished,3,BHK,3010.0,3509.97
Independent Floor ,Safdarjung Enclave,Delhi,28.56125832,77.19052124,301012,INR,3.0,2.0,Not Negotiable,1.23,Posted 6 months ago,Its three bhk builder floor in the super location of delhi south safderjung enclave it is the super location road bank atm school college all r on walking destance," 10,10,200",Unfurnished,3,BHK,2856.0,3509.93
Independent Floor ,Vasant Vihar,Delhi,28.55739021,77.15714264,381022,INR,4.0,2.0,Not Negotiable,0.75,Posted 6 months ago,Its four bhk builder floor in the super location of delhi south vasnt vihar it is the super location road bank atm school college all r on walking destance," 10,22,020",Unfurnished,4,BHK,5896.0,4442.89
Independent Floor ,Vasant Vihar,Delhi,28.55739021,77.15714264,308558,INR,3.0,2.0,Not Negotiable,1.17,Posted 5 months ago,"A spacious 3 bhk builder floor is available for rental in Vasant Vihar, Delhi. It has a built-up area of 3085 sqft and is available for rent at Rs. 3.09 lac per month . It is an unfurnished property. It is facing east direction. The property has 3 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. "," 10,88,558",Unfurnished,3,BHK,3085.0,3597.92
Independent Floor ,Navjeevan Vihar,Delhi,28.53347588,77.19955444,301022,INR,4.0,2.0,Not Negotiable,0.6,Posted 5 months ago,Its four bhk builder floor in the super location of delhi south navjeevan vihar it is the super location road bank atm school college all r on wwlking destance," 10,10,220",Unfurnished,4,BHK,5896.0,3510.05
Independent Floor ,Navjeevan Vihar,Delhi,28.53347588,77.19955444,301022,INR,3.0,2.0,Not Negotiable,1.23,Posted 5 months ago,Its three bhk builder floor in the super location of delhi south navjeevan vihar it is the super location rosd bank atm school college all r on walking destance," 10,10,220",Unfurnished,3,BHK,2856.0,3510.05
Independent Floor ,Navjeevan Vihar,Delhi,28.53347588,77.19955444,301022,INR,3.0,2.0,Not Negotiable,1.23,Posted 5 months ago,Its three bhk builder floor in the super location of delhi south navjeevan vihar it is the super location road bank atm school college all r on walking destqnce," 18,18,202",Unfurnished,3,BHK,2856.0,3510.05
Independent House ,Lodhi Estate,Delhi,28.59388924,77.22183228,1201102,INR,4.0,2.0,Not Negotiable,2.38,Posted 5 months ago,This spacious 4 bhk independent house is available for rental and is located in the heart of Lodhi Estate. It has a built-up area of 5896 sqft and is available for rent at Rs. 12.01 lac per month . The house is unfurnished. It is facing east direction. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Please contact us for more details. ," 40,11,022",Unfurnished,4,BHK,5896.0,14005.39
Independent House ,Ghitorni,Delhi,28.49571991,77.13581085,301012,INR,4.0,2.0,Not Negotiable,0.6,Posted 5 months ago,It has a built-up area of 5896 sqft and is available for rent at Rs. 3.01 lac per month . It is east facing property. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact for more details. ," 10,10,102",Unfurnished,5,BHK,5896.0,3509.93
Independent House ,Ghitorni,Delhi,28.49571991,77.13581085,401102,INR,4.0,2.0,Not Negotiable,0.79,Posted 5 months ago,This spacious 4 bhk independent house is available for rental and is located in the heart of Ghitorni. It has an area of 5896 sqft with a carpet area of 3921 sqft . The property is available at a monthly rental of Rs. 4.01 lac . It is an unfurnished property. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. ," 10,10,202",Unfurnished,4,BHK,5896.0,4677.03
Villa ,Sainik Farm,Delhi,28.50527763,77.20741272,401012,INR,4.0,2.0,Not Negotiable,0.79,Posted 5 months ago,"A 4 bhk property is available for rent in Sainik Farm, Delhi. It has an area of 5896 sqft with a carpet area of 3621 sqft . The property is available at a monthly rental of Rs. 4.01 lac . The house is unfurnished. Its main door is facing east direction. It has 4 bathrooms and 2 balconies. The site is in close proximity to various civic utilities. "," 10,12,002",Unfurnished,4,BHK,5896.0,4675.98
Villa ,Sainik Farm,Delhi,28.50527763,77.20741272,301012,INR,4.0,2.0,Not Negotiable,0.6,Posted 5 months ago,"A spacious 4 bhk villa is available for rental in Sainik Farm, Delhi. It has area of 5896 sqft and is available at a rent of Rs. 3.01 lac. It is east facing property. It is made in way to provide a comfortable living for the residents. Please contact us for more details. "," 10,10,220",Unfurnished,4,BHK,5896.0,3509.93
Independent House ,Sainik Farm,Delhi,28.50527763,77.20741272,401012,INR,4.0,2.0,Not Negotiable,0.79,Posted 5 months ago,"Itâs a 4 bhk independent house situated in Sainik Farm. It has area of 5896 sqft and is available at a rent of Rs. 4.01 lac. It is an unfurnished property. It is facing east direction. It has 4 bathrooms and 2 balconies. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. "," 10,12,020",Unfurnished,4,BHK,5896.0,4675.98
Villa ,Sainik Farm,Delhi,28.50527763,77.20741272,401012,INR,4.0,2.0,Not Negotiable,0.79,Posted 5 months ago,"A spacious 4 bhk villa is available for rental in Sainik Farm, Delhi. It has area of 5896 sqft and is available at a rent of Rs. 4.01 lac. The house is unfurnished. Its main door is facing east direction. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. "," 18,10,202",Unfurnished,4,BHK,5896.0,4675.98
Villa ,Sainik Farm,Delhi,28.50527763,77.20741272,301012,INR,4.0,2.0,Not Negotiable,0.6,Posted 5 months ago,This spacious 4 bhk villa is available for rental and is located in the heart of Sainik Farm. It has area of 5896 sqft and is available at a rent of Rs. 3.01 lac. It is east facing property. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. Kindly call us for details. ," 10,18,202",Unfurnished,4,BHK,5896.0,3509.93
Independent House ,Niti Bagh,Delhi,28.55949974,77.21679688,504105,INR,4.0,2.0,Not Negotiable,1.0,Posted 5 months ago,"A spacious 4 bhk independent house is available for rental in Niti Bagh, Delhi. Its main door is facing east direction. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Contact us for more details. "," 15,49,119",Unfurnished,4,BHK,5896.0,5878.09
Villa ,Niti Bagh,Delhi,28.55949974,77.21679688,401015,INR,4.0,2.0,Not Negotiable,0.79,Posted 5 months ago,"It is an unfurnished property. It is facing east direction. It has 4 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. "," 10,10,202",Unfurnished,4,BHK,5896.0,4676.01
Villa ,Niti Bagh,Delhi,28.55949974,77.21679688,301012,INR,4.0,2.0,Not Negotiable,0.6,Posted 5 months ago,"A spacious 4 bhk villa is available for rental in Niti Bagh, Delhi. It has area of 5896 sqft and is available at a rent of Rs. 3.01 lac. The house is unfurnished. It has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Kindly call us for details. "," 18,10,022",Unfurnished,4,BHK,5896.0,3509.93
Independent Floor ,Niti Bagh,Delhi,28.55949974,77.21679688,301015,INR,4.0,2.0,Not Negotiable,0.6,Posted 5 months ago,Its four bhk builder floor in the super location of delhi south niti bagh it is the super location road bank atm school college all r on wwlking destance," 10,10,200",Unfurnished,4,BHK,5896.0,3509.97
Independent Floor ,Niti Bagh,Delhi,28.55949974,77.21679688,401015,INR,4.0,2.0,Not Negotiable,0.79,Posted 5 months ago,Its four bhk builder floor in the super location of delhi south niti bagh it is the super location road bank atm school college all r on walking destance," 10,12,002",Unfurnished,4,BHK,5896.0,4676.01
Independent Floor ,Niti Bagh,Delhi,28.55949974,77.21679688,301012,INR,4.0,2.0,Not Negotiable,0.72,Posted 5 months ago,Its four bhk builder floor in the super location of delhi south niti bagh it is the super location road bank atm school college all r on walking destance," 10,12,001",Unfurnished,4,BHK,4852.0,3509.93
Independent Floor ,Niti Bagh,Delhi,28.55949974,77.21679688,312012,INR,4.0,2.0,Not Negotiable,0.62,Posted 5 months ago,Its four bhk builder floor in the super location of delhi south niti bagh it is the super location road bank atm school college all r on walking destance," 10,10,202",Unfurnished,4,BHK,5896.0,3638.2
Independent Floor ,Gulmohar park,Delhi,28.55765915,77.21248627,235562,INR,4.0,2.0,Not Negotiable,0.47,Posted 5 months ago,Its four bhk builder floor in the super location of delhi south gulmohar park it is the super location road bank atm school college all r on wwlking destance," 7,54,225",Unfurnished,4,BHK,5896.0,2746.76
Independent Floor ,Gulmohar park,Delhi,28.55765915,77.21248627,310101,INR,3.0,2.0,Not Negotiable,1.27,Posted 5 months ago,Its three bhk builder floor in the super location of delhi south gulmohar park it is the super location road bank atm school college all r on walking destancs," 18,18,220",Unfurnished,3,BHK,2856.0,3615.92
Independent House ,Vasant Kunj,Delhi,28.52631378,77.14366913,359225,INR,4.0,2.0,Not Negotiable,0.71,Posted 5 months ago,"Well designed 5 bhk independent house is available at a prime location in Vasant Kunj. It has an area of 5896 sqft with a carpet area of 3621 sqft . The property is available at a monthly rental of Rs. 3.59 lac . The house is unfurnished. It is facing northeast direction. It has 4 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. "," 14,01,011",Unfurnished,5,BHK,5896.0,4188.72
Villa ,Vasant Kunj,Delhi,28.52631378,77.14366913,301012,INR,4.0,2.0,Not Negotiable,0.6,Posted 5 months ago,It is an unfurnished property. It has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Contact us for more details. ," 18,10,202",Unfurnished,4,BHK,5896.0,3509.93
Villa ,Vasant Kunj,Delhi,28.52631378,77.14366913,401012,INR,4.0,2.0,Not Negotiable,0.79,Posted 5 months ago,"Well designed 4 bhk villa is available at a prime location in Vasant Kunj. It has a built-up area of 5896 sqft and is available for rent at Rs. 4.01 lac per month . It is an unfurnished property. It is east facing property. It has 4 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. "," 10,10,120",Unfurnished,4,BHK,5896.0,4675.98
Independent Floor ,Saket,Delhi,28.52354813,77.20014191,301011,INR,4.0,2.0,Not Negotiable,0.6,Posted a year ago,Its four bhk builder floor in the amazing location of delhi south saket it is the super location road bank atm school college all r on walking destanve," 10,20,011",Unfurnished,4,BHK,5896.0,3509.92
Independent Floor ,New Friends Colony,Delhi,28.56705093,77.27355957,301012,INR,3.0,2.0,Not Negotiable,1.23,Posted a year ago,Its three bhk builder floor in the super location of delhi south new friends colony it is the super location road bank atm school college all r on walking destance," 10,10,202",Unfurnished,3,BHK,2856.0,3509.93
Independent Floor ,Saket,Delhi,28.52354813,77.20014191,301011,INR,4.0,2.0,Not Negotiable,0.87,Posted a year ago,"A 4 bhk property is available for rent in Saket, Delhi. It has a built-up area of 4052 sqft and is available for rent at Rs. 3.01 lac per month . It is an unfurnished property. Its main door is facing northeast direction. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. Please contact us for more details. "," 10,10,011",Unfurnished,4,BHK,4052.0,3509.92
Independent Floor ,Hauz Khas,Delhi,28.55542183,77.20988464,301012,INR,3.0,2.0,Not Negotiable,1.17,Posted a year ago,"A spacious 3 bhk builder floor is available for rental in Hauz Khas, Delhi. It has an area of 3011 sqft with a carpet area of 1985 sqft . The property is available at a monthly rental of Rs. 3.01 lac . It is an unfurnished property. It is on 3rd floor. The building has a total of 4 floor(s). The property has 3 bathrooms and 2 balconies. "," 10,10,200",Unfurnished,3,BHK,3011.0,3509.93
Independent Floor ,Hauz Khas,Delhi,28.55542183,77.20988464,301022,INR,3.0,2.0,Not Negotiable,1.23,Posted a year ago,It has a built-up area of 2856 sqft and is available for rent at Rs. 3.01 lac per month . It is east facing property. It has 3 bathrooms and 2 balconies. The society is well connected by different modes of transportation. Please contact for more details. ," 10,20,202",Unfurnished,3,BHK,2856.0,3510.05
Independent Floor ,Sarvpriya Vihar,Delhi,28.54276657,77.20674133,392166,INR,4.0,2.0,Not Negotiable,1.17,Posted a year ago,Its four bhk builder floor in the super location of delhi south sarvpriya vihar it is the super location road bank atm school college all r on walking destance," 11,02,002",Unfurnished,4,BHK,3921.0,4572.83
Independent Floor ,Sarvpriya Vihar,Delhi,28.54276657,77.20674133,301011,INR,4.0,2.0,Not Negotiable,0.6,Posted a year ago,Its four bhk builder floor in the super location of delhi south sarvpriya vihar it is the super location road bank atm school college all r on wwlking destanve," 10,10,101",Unfurnished,4,BHK,5896.0,3509.92
Villa ,Sarvpriya Vihar,Delhi,28.54276657,77.20674133,401015,INR,4.0,2.0,Not Negotiable,0.86,Posted a year ago,Its four bhk villa in the super location of delhi south sarvpriya vihar it is the super location road bank atm school college all r on walking destancs," 10,12,002",Unfurnished,4,BHK,5412.0,4676.01
Villa ,Sarvpriya Vihar,Delhi,28.54276657,77.20674133,549195,INR,4.0,2.0,Not Negotiable,1.09,Posted a year ago,The house is unfurnished. It is east facing property. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Contact us for more details. ," 15,49,195",Unfurnished,4,BHK,5896.0,6403.86
Villa ,Sarvpriya Vihar,Delhi,28.54276657,77.20674133,301012,INR,4.0,2.0,Not Negotiable,0.6,Posted a year ago,"This spacious 4 bhk villa is available for rental and is located in the heart of Sarvpriya Vihar. The house is unfurnished. It is facing northeast direction. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. "," 10,10,202",Unfurnished,4,BHK,5896.0,3509.93
Independent Floor ,Hauz Khas,Delhi,28.55542183,77.20988464,235592,INR,3.0,2.0,Not Negotiable,0.96,Posted a year ago,Its three bhk builder floor in the super location of delhi south sarvpriya vihar it is thebsuper location road bank atm school college all r on wwlking destance," 7,54,125",Unfurnished,3,BHK,2856.0,2747.11
Independent Floor ,Sunder Nagar,Delhi,28.61843681,76.96178436,301010,INR,4.0,2.0,Not Negotiable,0.6,Posted a year ago,Its four bhk builder floor in the super location of delhi south sunder nager it is the super location road bank atm school college all r on walking destance," 10,10,202",Unfurnished,4,BHK,5896.0,3509.91
Independent Floor ,Sunder Nagar,Delhi,28.61843681,76.96178436,412929,INR,4.0,2.0,Not Negotiable,0.82,Posted a year ago,Its four bhk builder floor in the super location of delhi central sunder nager it is the super location road bank atm school college all r on walking destance," 12,18,182",Unfurnished,4,BHK,5896.0,4814.94
Villa ,Sunder Nagar,Delhi,28.61843681,76.96178436,504015,INR,4.0,2.0,Not Negotiable,1.0,Posted a year ago,"It is an unfurnished property. It has 4 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. "," 15,49,115",Unfurnished,5,BHK,5896.0,5877.04
Independent House ,Sunder Nagar,Delhi,28.61843681,76.96178436,1010201,INR,4.0,2.0,Not Negotiable,2.0,Posted a year ago,This spacious 5 bhk independent house is available for rental and is located in the heart of Sunder Nagar. It is an unfurnished property. It is facing northeast direction. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Contact us for more details. ," 40,11,005",Unfurnished,5,BHK,5896.0,11779.4
Villa ,Sunder Nagar,Delhi,28.61843681,76.96178436,1411114,INR,4.0,2.0,Not Negotiable,2.81,Posted a year ago,This spacious 5 bhk villa is available for rental and is located in the heart of Sunder Nagar. It has area of 5852 sqft and is available at a rent of Rs. 14.11 lac. It is facing northeast direction. It has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. Contact us for more details. ," 50,85,545",Unfurnished,5,BHK,5852.0,16454.22
Independent Floor ,Gulmohar park,Delhi,28.55765915,77.21248627,301010,INR,3.0,2.0,Not Negotiable,1.23,Posted a year ago,Its three bhk builder floor in the super location of delhi south gulmohar park it is the super location road bank atm school college all r on walking destance," 12,20,102",Unfurnished,3,BHK,2856.0,3509.91
Independent Floor ,Gulmohar park,Delhi,28.55765915,77.21248627,274184,INR,3.0,2.0,Not Negotiable,1.06,Posted a year ago,Its three bhk builder dloor in the super location of delhi south green park it is the super location road bank atm school college all r on walking destance," 10,10,100",Unfurnished,3,BHK,3011.0,3197.11
Independent Floor ,Gulmohar park,Delhi,28.55765915,77.21248627,301114,INR,3.0,2.0,Not Negotiable,1.23,Posted a year ago,"A 3 bhk property is available for rent in Gulmohar park, Delhi. It has a built-up area of 2856 sqft and is available for rent at Rs. 3.01 lac per month . The house is unfurnished. It is on 3rd floor. The building has a total of 4 floor(s). Its main door is facing east direction. The property has 3 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Contact us for more details. "," 10,10,202",Unfurnished,3,BHK,2856.0,3511.12
Independent Floor ,Uday Park,Delhi,28.56010056,77.2193222,301010,INR,4.0,2.0,Not Negotiable,1.23,Posted a year ago,"A 3 bhk property is available for rent in Uday Park, Delhi. It has an area of 2856 sqft with a carpet area of 1652 sqft . The property is available at a monthly rental of Rs. 3.01 lac . The house is unfurnished. It is on the 3rd floor of the building (total number of floors are 4). It is east facing property. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Contact us for more details. "," 10,10,202",Unfurnished,3,BHK,2856.0,3509.91
Independent Floor ,Uday Park,Delhi,28.56010056,77.2193222,235525,INR,3.0,2.0,Not Negotiable,0.96,Posted a year ago,"A 3 bhk property is available for rent in Uday Park, Delhi. It has area of 2858 sqft and is available at a rent of Rs. 2.36 lac. It is an unfurnished property. It is located on the 3rd floor(out of a total of 4 floor(s)). Its main door is facing east direction. It has 3 bathrooms and 2 balconies. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. "," 7,51,225",Unfurnished,3,BHK,2858.0,2746.33
Independent Floor ,Uday Park,Delhi,28.56010056,77.2193222,301022,INR,3.0,2.0,Not Negotiable,1.23,Posted a year ago,Its three bhk builder floor in the super location of delhi south uday park it is the super location road bank atm school college all r on walking destance," 18,18,282",Unfurnished,3,BHK,2856.0,3510.05
Independent Floor ,Uday Park,Delhi,28.56010056,77.2193222,401015,INR,4.0,2.0,Not Negotiable,0.79,Posted a year ago,"Itâs a 4 bhk builder floor situated in Uday Park, Delhi. It is an unfurnished property. It is east facing property. The property has 4 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. "," 10,12,002",Unfurnished,4,BHK,5896.0,4676.01
Independent Floor ,Uday Park,Delhi,28.56010056,77.2193222,301012,INR,3.0,2.0,Not Negotiable,1.17,Posted a year ago,Its three bhk builder floor in the super location of delhi south uday park itbis the super location road bank atm school collegevall r on wwlking destance," 18,10,202",Unfurnished,3,BHK,3011.0,3509.93
Villa ,Gulmohar park,Delhi,28.55765915,77.21248627,540101,INR,4.0,2.0,Not Negotiable,1.07,Posted a year ago,It has a built-up area of 5896 sqft and is available for rent at Rs. 5.40 lac per month . Its main door is facing northeast direction. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Kindly call us for details. ," 15,49,191",Unfurnished,4,BHK,5896.0,6297.82
Villa ,Sarvpriya Vihar,Delhi,28.54276657,77.20674133,604010,INR,4.0,2.0,Not Negotiable,1.19,Posted 6 months ago,"Itâs a 4 bhk villa situated in Sarvpriya Vihar. It has an area of 5896 sqft with a carpet area of 3621 sqft . The property is available at a monthly rental of Rs. 6.04 lac . The house is unfurnished. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. "," 20,10,002",Unfurnished,4,BHK,5896.0,7043.03
Villa ,Sarvpriya Vihar,Delhi,28.54276657,77.20674133,604015,INR,4.0,2.0,Not Negotiable,1.19,Posted 6 months ago,Well designed 4 bhk villa is available at a prime location in Sarvpriya Vihar. It has an area of 5896 sqft with a carpet area of 3621 sqft . The property is available at a monthly rental of Rs. 6.04 lac . It is an unfurnished property. It is east facing property. It is made in way to provide a comfortable living. It is well connected to the city areas. ," 20,10,022",Unfurnished,4,BHK,5896.0,7043.09
Independent Floor ,Navjeevan Vihar,Delhi,28.53347588,77.19955444,301022,INR,4.0,2.0,Not Negotiable,0.6,Posted 6 months ago,It has a built-up area of 5896 sqft and is available for rent at Rs. 3.01 lac per month . It is an unfurnished property. It is on the 3rd floor of the building (total number of floors are 4). Its main door is facing east direction. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. ," 18,12,021",Unfurnished,4,BHK,5896.0,3510.05
Independent Floor ,Navjeevan Vihar,Delhi,28.53347588,77.19955444,401101,INR,4.0,2.0,Not Negotiable,0.79,Posted 6 months ago,Its four bhk builder floor in the super location of Delhi south navjeevan vihar it is the super location road bank ATM school college all r on walking distance," 10,12,020",Unfurnished,4,BHK,5896.0,4677.02
Independent Floor ,Navjeevan Vihar,Delhi,28.53347588,77.19955444,301012,INR,4.0,2.0,Not Negotiable,0.6,Posted 6 months ago,It has area of 5896 sqft and is available at a rent of Rs. 3.01 lac. It is an unfurnished property. It is on the 3rd floor of the building (total number of floors are 4). It has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact us for more details. ," 10,11,002",Unfurnished,4,BHK,5896.0,3509.93
Independent Floor ,Sarvpriya Vihar,Delhi,28.54276657,77.20674133,301012,INR,4.0,2.0,Not Negotiable,0.6,Posted 6 months ago,Its four bhk builder floor in the super location of Delhi south sarvpriya vihar it is the super location road bank ATM school college all r on walking distance," 18,10,202",Unfurnished,4,BHK,5896.0,3509.93
Independent Floor ,Sarvpriya Vihar,Delhi,28.54276657,77.20674133,362265,INR,4.0,2.0,Not Negotiable,0.72,Posted 6 months ago,"Itâs a 4 bhk builder floor situated in Sarvpriya Vihar, Delhi. It has area of 5896 sqft and is available at a rent of Rs. 3.62 lac. The property has 4 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. "," 10,10,202",Unfurnished,4,BHK,5896.0,4224.17
Independent Floor ,Navjeevan Vihar,Delhi,28.53347588,77.19955444,301022,INR,3.0,2.0,Not Negotiable,1.23,Posted 6 months ago,This spacious 3 bhk builder floor is available for rental and is located in the heart of Navjeevan Vihar. It has an area of 2856 sqft with a carpet area of 1652 sqft . The property is available at a monthly rental of Rs. 3.01 lac . The house is unfurnished. It is facing east direction. The property has 3 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. Please contact us for more details. ," 11,02,002",Unfurnished,3,BHK,2856.0,3510.05
Independent Floor ,Navjeevan Vihar,Delhi,28.53347588,77.19955444,301012,INR,3.0,2.0,Not Negotiable,1.23,Posted 6 months ago,Its three bhk builder floor in the super location of Delhi south navjeevan vihar it is the super location road bank ATM school college all r on walking distance," 10,11,011",Unfurnished,3,BHK,2856.0,3509.93
Independent Floor ,Navjeevan Vihar,Delhi,28.53347588,77.19955444,300110,INR,3.0,2.0,Not Negotiable,1.23,Posted 6 months ago,Its three bhk builder floor in the super location of Delhi south navjeevan vihar it is the super location road bank ATM school college all r on walking distance," 10,20,202",Unfurnished,3,BHK,2856.0,3499.42
Independent Floor ,Navjeevan Vihar,Delhi,28.53347588,77.19955444,235592,INR,3.0,3.0,Not Negotiable,0.96,Posted 6 months ago,Its three bhk builder floor in the super location of Delhi south navjeevan vihar it is the super location road bank ATM school college all r on walking distance," 7,51,115",Unfurnished,3,BHK,2856.0,2747.11
Independent Floor ,Navjeevan Vihar,Delhi,28.53347588,77.19955444,301012,INR,3.0,3.0,Not Negotiable,1.23,Posted 6 months ago,It has an area of 2856 sqft with a carpet area of 1652 sqft . The property is available at a monthly rental of Rs. 3.01 lac . It is an unfurnished property. Its main door is facing east direction. It has 3 bathrooms and 3 balconies. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Contact us for more details. ," 18,11,810",Unfurnished,3,BHK,2856.0,3509.93
Independent Floor ,Navjeevan Vihar,Delhi,28.53347588,77.19955444,301012,INR,3.0,2.0,Not Negotiable,1.23,Posted 6 months ago,"This spacious 3 bhk builder floor is available for rental and is located in the heart of Navjeevan Vihar. It is an unfurnished property. It is east facing property. It has 3 bathrooms and 2 balconies. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. "," 10,85,455",Unfurnished,3,BHK,2856.0,3509.93
Independent Floor ,Defence Colony,Delhi,28.57183075,77.23332977,301012,INR,3.0,2.0,Not Negotiable,1.23,Posted 5 months ago,Its three bhk builder floor in the super location of Delhi south defence colony it is the super location of area road bank ATM school college all r on walking distance," 10,12,010",Unfurnished,3,BHK,2856.0,3509.93
Independent Floor ,Defence Colony,Delhi,28.57183075,77.23332977,301022,INR,3.0,2.0,Not Negotiable,1.23,Posted 5 months ago,Its three bhk builder floor in the super location of Delhi south defence colony it is the super location road bank ATM school college all r on walking distance," 18,18,202",Unfurnished,3,BHK,2856.0,3510.05
Independent Floor ,Defence Colony,Delhi,28.57183075,77.23332977,300122,INR,4.0,2.0,Not Negotiable,0.59,Posted 5 months ago,This spacious 4 bhk builder floor is available for rental and is located in the heart of Defence Colony. It has a built-up area of 5896 sqft and is available for rent at Rs. 3.00 lac per month . The house is unfurnished. It is on 2nd floor. The building has a total of 4 floor(s). It is facing east direction. It has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact us for more details. ," 10,10,202",Unfurnished,4,BHK,5896.0,3499.56
Independent Floor ,Defence Colony,Delhi,28.57183075,77.23332977,301022,INR,3.0,2.0,Not Negotiable,1.23,Posted 5 months ago,Its three bhk builder floor in the super location of Delhi south defence colony it is the super location road bank ATM school college all r on walking distance," 10,10,220",Unfurnished,3,BHK,2856.0,3510.05
Independent Floor ,Defence Colony,Delhi,28.57183075,77.23332977,301022,INR,3.0,2.0,Not Negotiable,1.23,Posted 5 months ago,"Itâs a 3 bhk builder floor situated in Defence Colony, Delhi. It has an area of 2856 sqft with a carpet area of 1652 sqft . The property is available at a monthly rental of Rs. 3.01 lac . The house is unfurnished. Itâs on 3rd floor out of 4 floors building. It is facing east direction. The property has 3 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Contact us for more details. "," 10,10,202",Unfurnished,3,BHK,2856.0,3510.05
Independent House ,Friends Colony,Delhi,28.56834984,77.27211761,540105,INR,4.0,2.0,Not Negotiable,1.07,Posted 5 months ago,"A spacious 4 bhk independent house is available for rental in Friends Colony, Delhi. It has an area of 5896 sqft with a carpet area of 3621 sqft . The property is available at a monthly rental of Rs. 5.40 lac . The house is unfurnished. Its main door is facing east direction. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. "," 15,40,101",Unfurnished,4,BHK,5896.0,6297.87
Independent House ,Friends Colony,Delhi,28.56834984,77.27211761,604011,INR,4.0,2.0,Not Negotiable,1.19,Posted 5 months ago,"A 4 bhk property is available for rent in Friends Colony, Delhi. It has an area of 5896 sqft with a carpet area of 3621 sqft . The property is available at a monthly rental of Rs. 6.04 lac . It is an unfurnished property. It is east facing property. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. "," 20,20,220",Unfurnished,4,BHK,5896.0,7043.04
